0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,2.000000000000000000e+01,1.607623100280761719e+01,3.861598205566406250e+01,1.431264430284500122e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.962378975003957748e-04,1.043203201293945312e+02
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,3.000000000000000000e+01,1.612972450256347656e+01,3.863493728637695312e+01,1.774393767118453979e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.929336232133209705e-04,5.537605285644531250e+01
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,4.000000000000000000e+01,1.618052101135253906e+01,3.865223693847656250e+01,1.847083717584609985e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.245442247949540615e-04,2.666271018981933594e+01
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,5.000000000000000000e+01,1.620364379882812500e+01,3.866166305541992188e+01,1.910829395055770874e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.949492963030934334e-04,1.781526947021484375e+01
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,6.000000000000000000e+01,1.622563171386718750e+01,3.867007446289062500e+01,1.969584524631500244e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.903202156536281109e-04,1.217668342590332031e+01
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,7.000000000000000000e+01,1.629165840148925781e+01,3.869248199462890625e+01,1.880537569522857666e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.846809410490095615e-04,6.177985668182373047e+00
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,8.000000000000000000e+01,1.653584098815917969e+01,3.878894805908203125e+01,1.219266429543495178e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.884072161279618740e-04,3.682037115097045898e+00
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,9.000000000000000000e+01,1.594599342346191406e+01,3.866164398193359375e+01,1.253824234008789062e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.978647386655211449e-04,2.545483827590942383e+00
6.901605000000000000e+06,1.000000000000000000e+00,3.702775955200195312e+01,2.053202247619628906e+01,2.014021104435200000e+13,1.000000000000000000e+02,1.588549900054931641e+01,3.865348052978515625e+01,1.222462058067321777e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.774152814410626888e-04,1.600234150886535645e+00
